Program,Year,State,State ANSI,County,County ANSI,Commodity,Data Item,Value
SURVEY,2021,MINNESOTA,27,CARLTON,17,CORN,"CORN, SILAGE - ACRES HARVESTED",410
SURVEY,2021,MINNESOTA,27,CARLTON,17,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS","6,800"
SURVEY,2021,MINNESOTA,27,CARLTON,17,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",16.5
SURVEY,2021,MINNESOTA,27,CHISAGO,25,CORN,CORN - ACRES PLANTED,"27,000"
SURVEY,2021,MINNESOTA,27,CHISAGO,25,CORN,"CORN, GRAIN - ACRES HARVESTED","26,100"
SURVEY,2021,MINNESOTA,27,CHISAGO,25,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","3,808,000"
SURVEY,2021,MINNESOTA,27,CHISAGO,25,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",145.9
SURVEY,2021,MINNESOTA,27,CHISAGO,25,SOYBEANS,SOYBEANS - ACRES HARVESTED,"22,100"
SURVEY,2021,MINNESOTA,27,CHISAGO,25,SOYBEANS,SOYBEANS - ACRES PLANTED,"22,300"
SURVEY,2021,MINNESOTA,27,CHISAGO,25,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","944,000"
SURVEY,2021,MINNESOTA,27,CHISAGO,25,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",42.7
SURVEY,2021,MINNESOTA,27,CROW WING,35,CORN,CORN - ACRES PLANTED,"10,100"
SURVEY,2021,MINNESOTA,27,CROW WING,35,CORN,"CORN, GRAIN - ACRES HARVESTED","7,490"
SURVEY,2021,MINNESOTA,27,CROW WING,35,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","717,000"
SURVEY,2021,MINNESOTA,27,CROW WING,35,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",95.7
SURVEY,2021,MINNESOTA,27,CROW WING,35,SOYBEANS,SOYBEANS - ACRES HARVESTED,"4,050"
SURVEY,2021,MINNESOTA,27,CROW WING,35,SOYBEANS,SOYBEANS - ACRES PLANTED,"4,100"
SURVEY,2021,MINNESOTA,27,CROW WING,35,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","83,400"
SURVEY,2021,MINNESOTA,27,CROW WING,35,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",20.6
SURVEY,2021,MINNESOTA,27,HENNEPIN,53,CORN,CORN - ACRES PLANTED,"10,600"
SURVEY,2021,MINNESOTA,27,HENNEPIN,53,CORN,"CORN, GRAIN - ACRES HARVESTED","9,910"
SURVEY,2021,MINNESOTA,27,HENNEPIN,53,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","1,554,000"
SURVEY,2021,MINNESOTA,27,HENNEPIN,53,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",156.8
SURVEY,2021,MINNESOTA,27,HENNEPIN,53,CORN,"CORN, SILAGE - ACRES HARVESTED",470
SURVEY,2021,MINNESOTA,27,HENNEPIN,53,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS","9,200"
SURVEY,2021,MINNESOTA,27,HENNEPIN,53,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",19.5
SURVEY,2021,MINNESOTA,27,HENNEPIN,53,SOYBEANS,SOYBEANS - ACRES HARVESTED,"12,500"
SURVEY,2021,MINNESOTA,27,HENNEPIN,53,SOYBEANS,SOYBEANS - ACRES PLANTED,"12,600"
SURVEY,2021,MINNESOTA,27,HENNEPIN,53,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","641,000"
SURVEY,2021,MINNESOTA,27,HENNEPIN,53,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.3
SURVEY,2021,MINNESOTA,27,ISANTI,59,CORN,CORN - ACRES PLANTED,"32,900"
SURVEY,2021,MINNESOTA,27,ISANTI,59,CORN,"CORN, GRAIN - ACRES HARVESTED","28,500"
SURVEY,2021,MINNESOTA,27,ISANTI,59,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","3,463,000"
SURVEY,2021,MINNESOTA,27,ISANTI,59,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",121.5
SURVEY,2021,MINNESOTA,27,ISANTI,59,CORN,"CORN, SILAGE - ACRES HARVESTED","4,020"
SURVEY,2021,MINNESOTA,27,ISANTI,59,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS","68,000"
SURVEY,2021,MINNESOTA,27,ISANTI,59,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",17
SURVEY,2021,MINNESOTA,27,ISANTI,59,SOYBEANS,SOYBEANS - ACRES HARVESTED,"24,800"
SURVEY,2021,MINNESOTA,27,ISANTI,59,SOYBEANS,SOYBEANS - ACRES PLANTED,"25,000"
SURVEY,2021,MINNESOTA,27,ISANTI,59,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","905,000"
SURVEY,2021,MINNESOTA,27,ISANTI,59,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",36.5
SURVEY,2021,MINNESOTA,27,KANABEC,65,CORN,CORN - ACRES PLANTED,"15,800"
SURVEY,2021,MINNESOTA,27,KANABEC,65,CORN,"CORN, GRAIN - ACRES HARVESTED","13,700"
SURVEY,2021,MINNESOTA,27,KANABEC,65,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","1,515,000"
SURVEY,2021,MINNESOTA,27,KANABEC,65,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",110.6
SURVEY,2021,MINNESOTA,27,KANABEC,65,OATS,OATS - ACRES HARVESTED,170
SURVEY,2021,MINNESOTA,27,KANABEC,65,OATS,OATS - ACRES PLANTED,500
SURVEY,2021,MINNESOTA,27,KANABEC,65,OATS,"OATS - PRODUCTION, MEASURED IN BU","5,800"
SURVEY,2021,MINNESOTA,27,KANABEC,65,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",34.1
SURVEY,2021,MINNESOTA,27,KANABEC,65,SOYBEANS,SOYBEANS - ACRES HARVESTED,"13,800"
SURVEY,2021,MINNESOTA,27,KANABEC,65,SOYBEANS,SOYBEANS - ACRES PLANTED,"13,900"
SURVEY,2021,MINNESOTA,27,KANABEC,65,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","352,000"
SURVEY,2021,MINNESOTA,27,KANABEC,65,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",25.5
SURVEY,2021,MINNESOTA,27,KANABEC,65,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",140
SURVEY,2021,MINNESOTA,27,KANABEC,65,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED",300
SURVEY,2021,MINNESOTA,27,KANABEC,65,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","5,900"
SURVEY,2021,MINNESOTA,27,KANABEC,65,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",42.1
SURVEY,2021,MINNESOTA,27,MILLE LACS,95,CORN,CORN - ACRES PLANTED,"22,100"
SURVEY,2021,MINNESOTA,27,MILLE LACS,95,CORN,"CORN, GRAIN - ACRES HARVESTED","17,700"
SURVEY,2021,MINNESOTA,27,MILLE LACS,95,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","1,935,000"
SURVEY,2021,MINNESOTA,27,MILLE LACS,95,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",109.3
SURVEY,2021,MINNESOTA,27,MILLE LACS,95,CORN,"CORN, SILAGE - ACRES HARVESTED","4,170"
SURVEY,2021,MINNESOTA,27,MILLE LACS,95,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS","50,000"
SURVEY,2021,MINNESOTA,27,MILLE LACS,95,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",12
SURVEY,2021,MINNESOTA,27,MILLE LACS,95,OATS,OATS - ACRES HARVESTED,420
SURVEY,2021,MINNESOTA,27,MILLE LACS,95,OATS,OATS - ACRES PLANTED,800
SURVEY,2021,MINNESOTA,27,MILLE LACS,95,OATS,"OATS - PRODUCTION, MEASURED IN BU","19,200"
SURVEY,2021,MINNESOTA,27,MILLE LACS,95,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",45.7
SURVEY,2021,MINNESOTA,27,MILLE LACS,95,SOYBEANS,SOYBEANS - ACRES HARVESTED,"18,400"
SURVEY,2021,MINNESOTA,27,MILLE LACS,95,SOYBEANS,SOYBEANS - ACRES PLANTED,"18,600"
SURVEY,2021,MINNESOTA,27,MILLE LACS,95,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","696,000"
SURVEY,2021,MINNESOTA,27,MILLE LACS,95,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",37.8
SURVEY,2021,MINNESOTA,27,PINE,115,CORN,CORN - ACRES PLANTED,"20,200"
SURVEY,2021,MINNESOTA,27,PINE,115,CORN,"CORN, GRAIN - ACRES HARVESTED","15,600"
SURVEY,2021,MINNESOTA,27,PINE,115,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","2,133,000"
SURVEY,2021,MINNESOTA,27,PINE,115,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",136.7
SURVEY,2021,MINNESOTA,27,PINE,115,CORN,"CORN, SILAGE - ACRES HARVESTED","4,340"
SURVEY,2021,MINNESOTA,27,PINE,115,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS","72,000"
SURVEY,2021,MINNESOTA,27,PINE,115,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",16.5
SURVEY,2021,MINNESOTA,27,PINE,115,OATS,OATS - ACRES HARVESTED,610
SURVEY,2021,MINNESOTA,27,PINE,115,OATS,OATS - ACRES PLANTED,"1,300"
SURVEY,2021,MINNESOTA,27,PINE,115,OATS,"OATS - PRODUCTION, MEASURED IN BU","17,600"
SURVEY,2021,MINNESOTA,27,PINE,115,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",28.9
SURVEY,2021,MINNESOTA,27,PINE,115,SOYBEANS,SOYBEANS - ACRES HARVESTED,"18,400"
SURVEY,2021,MINNESOTA,27,PINE,115,SOYBEANS,SOYBEANS - ACRES PLANTED,"18,600"
SURVEY,2021,MINNESOTA,27,PINE,115,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","758,000"
SURVEY,2021,MINNESOTA,27,PINE,115,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",41.2
SURVEY,2021,MINNESOTA,27,WASHINGTON,163,CORN,CORN - ACRES PLANTED,"17,900"
SURVEY,2021,MINNESOTA,27,WASHINGTON,163,CORN,"CORN, GRAIN - ACRES HARVESTED","17,100"
SURVEY,2021,MINNESOTA,27,WASHINGTON,163,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","2,627,000"
SURVEY,2021,MINNESOTA,27,WASHINGTON,163,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",153.6
SURVEY,2021,MINNESOTA,27,WASHINGTON,163,CORN,"CORN, SILAGE - ACRES HARVESTED",570
SURVEY,2021,MINNESOTA,27,WASHINGTON,163,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS","8,800"
SURVEY,2021,MINNESOTA,27,WASHINGTON,163,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",15.5
SURVEY,2021,MINNESOTA,27,WASHINGTON,163,SOYBEANS,SOYBEANS - ACRES HARVESTED,"13,400"
SURVEY,2021,MINNESOTA,27,WASHINGTON,163,SOYBEANS,SOYBEANS - ACRES PLANTED,"13,500"
SURVEY,2021,MINNESOTA,27,WASHINGTON,163,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","685,000"
SURVEY,2021,MINNESOTA,27,WASHINGTON,163,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.1
SURVEY,2021,MINNESOTA,27,BELTRAMI,7,CORN,CORN - ACRES PLANTED,"7,200"
SURVEY,2021,MINNESOTA,27,BELTRAMI,7,CORN,"CORN, GRAIN - ACRES HARVESTED","1,560"
SURVEY,2021,MINNESOTA,27,BELTRAMI,7,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","122,400"
SURVEY,2021,MINNESOTA,27,BELTRAMI,7,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",78.5
SURVEY,2021,MINNESOTA,27,BELTRAMI,7,SOYBEANS,SOYBEANS - ACRES HARVESTED,"26,300"
SURVEY,2021,MINNESOTA,27,BELTRAMI,7,SOYBEANS,SOYBEANS - ACRES PLANTED,"27,300"
SURVEY,2021,MINNESOTA,27,BELTRAMI,7,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","684,000"
SURVEY,2021,MINNESOTA,27,BELTRAMI,7,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",26
SURVEY,2021,MINNESOTA,27,BELTRAMI,7,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","11,400"
SURVEY,2021,MINNESOTA,27,BELTRAMI,7,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","12,200"
SURVEY,2021,MINNESOTA,27,BELTRAMI,7,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","447,000"
SURVEY,2021,MINNESOTA,27,BELTRAMI,7,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",39.2
SURVEY,2021,MINNESOTA,27,CASS,21,CORN,"CORN, SILAGE - ACRES HARVESTED",790
SURVEY,2021,MINNESOTA,27,CASS,21,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS","5,100"
SURVEY,2021,MINNESOTA,27,CASS,21,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",6.5
SURVEY,2021,MINNESOTA,27,CASS,21,SOYBEANS,SOYBEANS - ACRES HARVESTED,"3,670"
SURVEY,2021,MINNESOTA,27,CASS,21,SOYBEANS,SOYBEANS - ACRES PLANTED,"4,000"
SURVEY,2021,MINNESOTA,27,CASS,21,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","144,000"
SURVEY,2021,MINNESOTA,27,CASS,21,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",39.2
SURVEY,2021,MINNESOTA,27,HUBBARD,57,CORN,CORN - ACRES PLANTED,"12,100"
SURVEY,2021,MINNESOTA,27,HUBBARD,57,CORN,"CORN, GRAIN - ACRES HARVESTED","11,000"
SURVEY,2021,MINNESOTA,27,HUBBARD,57,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","1,688,000"
SURVEY,2021,MINNESOTA,27,HUBBARD,57,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",153.5
SURVEY,2021,MINNESOTA,27,HUBBARD,57,CORN,"CORN, SILAGE - ACRES HARVESTED",930
SURVEY,2021,MINNESOTA,27,HUBBARD,57,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS","5,300"
SURVEY,2021,MINNESOTA,27,HUBBARD,57,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",5.7
SURVEY,2021,MINNESOTA,27,ITASCA,61,CORN,CORN - ACRES PLANTED,900
SURVEY,2021,MINNESOTA,27,ITASCA,61,CORN,"CORN, GRAIN - ACRES HARVESTED",790
SURVEY,2021,MINNESOTA,27,ITASCA,61,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","71,700"
SURVEY,2021,MINNESOTA,27,ITASCA,61,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",90.8
SURVEY,2021,MINNESOTA,27,ITASCA,61,SOYBEANS,SOYBEANS - ACRES HARVESTED,"3,080"
SURVEY,2021,MINNESOTA,27,ITASCA,61,SOYBEANS,SOYBEANS - ACRES PLANTED,"3,100"
SURVEY,2021,MINNESOTA,27,ITASCA,61,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","115,000"
SURVEY,2021,MINNESOTA,27,ITASCA,61,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",37.3
SURVEY,2021,MINNESOTA,27,KOOCHICHING,71,OATS,OATS - ACRES HARVESTED,160
SURVEY,2021,MINNESOTA,27,KOOCHICHING,71,OATS,OATS - ACRES PLANTED,500
SURVEY,2021,MINNESOTA,27,KOOCHICHING,71,OATS,"OATS - PRODUCTION, MEASURED IN BU","8,400"
SURVEY,2021,MINNESOTA,27,KOOCHICHING,71,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",52.5
SURVEY,2021,MINNESOTA,27,KOOCHICHING,71,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","1,150"
SURVEY,2021,MINNESOTA,27,KOOCHICHING,71,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","1,200"
SURVEY,2021,MINNESOTA,27,KOOCHICHING,71,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","47,400"
SURVEY,2021,MINNESOTA,27,KOOCHICHING,71,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",41.2
SURVEY,2021,MINNESOTA,27,LAKE OF THE WOODS,77,SOYBEANS,SOYBEANS - ACRES HARVESTED,"23,100"
SURVEY,2021,MINNESOTA,27,LAKE OF THE WOODS,77,SOYBEANS,SOYBEANS - ACRES PLANTED,"23,300"
SURVEY,2021,MINNESOTA,27,LAKE OF THE WOODS,77,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","665,000"
SURVEY,2021,MINNESOTA,27,LAKE OF THE WOODS,77,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",28.8
SURVEY,2021,MINNESOTA,27,ST. LOUIS,137,OATS,OATS - ACRES HARVESTED,380
SURVEY,2021,MINNESOTA,27,ST. LOUIS,137,OATS,OATS - ACRES PLANTED,800
SURVEY,2021,MINNESOTA,27,ST. LOUIS,137,OATS,"OATS - PRODUCTION, MEASURED IN BU","24,700"
SURVEY,2021,MINNESOTA,27,ST. LOUIS,137,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",65
SURVEY,2021,MINNESOTA,27,BECKER,5,CORN,CORN - ACRES PLANTED,"77,200"
SURVEY,2021,MINNESOTA,27,BECKER,5,CORN,"CORN, GRAIN - ACRES HARVESTED","64,400"
SURVEY,2021,MINNESOTA,27,BECKER,5,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","9,821,000"
SURVEY,2021,MINNESOTA,27,BECKER,5,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",152.5
SURVEY,2021,MINNESOTA,27,BECKER,5,OATS,OATS - ACRES HARVESTED,820
SURVEY,2021,MINNESOTA,27,BECKER,5,OATS,OATS - ACRES PLANTED,"2,700"
SURVEY,2021,MINNESOTA,27,BECKER,5,OATS,"OATS - PRODUCTION, MEASURED IN BU","40,300"
SURVEY,2021,MINNESOTA,27,BECKER,5,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",49.1
SURVEY,2021,MINNESOTA,27,BECKER,5,SOYBEANS,SOYBEANS - ACRES HARVESTED,"76,800"
SURVEY,2021,MINNESOTA,27,BECKER,5,SOYBEANS,SOYBEANS - ACRES PLANTED,"77,500"
SURVEY,2021,MINNESOTA,27,BECKER,5,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","2,926,000"
SURVEY,2021,MINNESOTA,27,BECKER,5,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",38.1
SURVEY,2021,MINNESOTA,27,BECKER,5,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","20,500"
SURVEY,2021,MINNESOTA,27,BECKER,5,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","21,400"
SURVEY,2021,MINNESOTA,27,BECKER,5,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","1,156,000"
SURVEY,2021,MINNESOTA,27,BECKER,5,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",56.4
SURVEY,2021,MINNESOTA,27,CLAY,27,CORN,CORN - ACRES PLANTED,"161,500"
SURVEY,2021,MINNESOTA,27,CLAY,27,CORN,"CORN, GRAIN - ACRES HARVESTED","154,900"
SURVEY,2021,MINNESOTA,27,CLAY,27,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","24,211,000"
SURVEY,2021,MINNESOTA,27,CLAY,27,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",156.3
SURVEY,2021,MINNESOTA,27,CLAY,27,SOYBEANS,SOYBEANS - ACRES HARVESTED,"179,600"
SURVEY,2021,MINNESOTA,27,CLAY,27,SOYBEANS,SOYBEANS - ACRES PLANTED,"181,000"
SURVEY,2021,MINNESOTA,27,CLAY,27,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","7,615,000"
SURVEY,2021,MINNESOTA,27,CLAY,27,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",42.4
SURVEY,2021,MINNESOTA,27,CLAY,27,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","55,400"
SURVEY,2021,MINNESOTA,27,CLAY,27,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","57,700"
SURVEY,2021,MINNESOTA,27,CLAY,27,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","3,263,000"
SURVEY,2021,MINNESOTA,27,CLAY,27,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",58.9
SURVEY,2021,MINNESOTA,27,CLEARWATER,29,CORN,CORN - ACRES PLANTED,"8,700"
SURVEY,2021,MINNESOTA,27,CLEARWATER,29,CORN,"CORN, GRAIN - ACRES HARVESTED","6,710"
SURVEY,2021,MINNESOTA,27,CLEARWATER,29,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","667,000"
SURVEY,2021,MINNESOTA,27,CLEARWATER,29,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",99.4
SURVEY,2021,MINNESOTA,27,CLEARWATER,29,CORN,"CORN, SILAGE - ACRES HARVESTED","1,290"
SURVEY,2021,MINNESOTA,27,CLEARWATER,29,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS","14,500"
SURVEY,2021,MINNESOTA,27,CLEARWATER,29,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",11
SURVEY,2021,MINNESOTA,27,CLEARWATER,29,SOYBEANS,SOYBEANS - ACRES HARVESTED,"25,200"
SURVEY,2021,MINNESOTA,27,CLEARWATER,29,SOYBEANS,SOYBEANS - ACRES PLANTED,"25,800"
SURVEY,2021,MINNESOTA,27,CLEARWATER,29,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","612,000"
SURVEY,2021,MINNESOTA,27,CLEARWATER,29,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",24.3
SURVEY,2021,MINNESOTA,27,KITTSON,69,BARLEY,BARLEY - ACRES HARVESTED,"1,070"
SURVEY,2021,MINNESOTA,27,KITTSON,69,BARLEY,BARLEY - ACRES PLANTED,"1,500"
SURVEY,2021,MINNESOTA,27,KITTSON,69,BARLEY,"BARLEY - PRODUCTION, MEASURED IN BU","68,300"
SURVEY,2021,MINNESOTA,27,KITTSON,69,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",63.8
SURVEY,2021,MINNESOTA,27,KITTSON,69,CORN,"CORN, SILAGE - ACRES HARVESTED",580
SURVEY,2021,MINNESOTA,27,KITTSON,69,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS","6,500"
SURVEY,2021,MINNESOTA,27,KITTSON,69,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",11
SURVEY,2021,MINNESOTA,27,KITTSON,69,SOYBEANS,SOYBEANS - ACRES HARVESTED,"129,900"
SURVEY,2021,MINNESOTA,27,KITTSON,69,SOYBEANS,SOYBEANS - ACRES PLANTED,"131,000"
SURVEY,2021,MINNESOTA,27,KITTSON,69,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","3,053,000"
SURVEY,2021,MINNESOTA,27,KITTSON,69,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",23.5
SURVEY,2021,MINNESOTA,27,KITTSON,69,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","119,600"
SURVEY,2021,MINNESOTA,27,KITTSON,69,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","124,500"
SURVEY,2021,MINNESOTA,27,KITTSON,69,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU","6,028,000"
SURVEY,2021,MINNESOTA,27,KITTSON,69,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE",50.4
SURVEY,2021,MINNESOTA,27,MAHNOMEN,87,CORN,CORN - ACRES PLANTED,"45,900"
SURVEY,2021,MINNESOTA,27,MAHNOMEN,87,CORN,"CORN, GRAIN - ACRES HARVESTED","44,300"
SURVEY,2021,MINNESOTA,27,MAHNOMEN,87,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","4,745,000"
SURVEY,2021,MINNESOTA,27,MAHNOMEN,87,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",107.1
SURVEY,2021,MINNESOTA,27,MAHNOMEN,87,CORN,"CORN, SILAGE - ACRES HARVESTED",950
SURVEY,2021,MINNESOTA,27,MAHNOMEN,87,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS","12,600"
SURVEY,2021,MINNESOTA,27,MAHNOMEN,87,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",13.5
SURVEY,2021,MINNESOTA,27,MARSHALL,89,CORN,CORN - ACRES PLANTED,"58,600"
SURVEY,2021,MINNESOTA,27,MARSHALL,89,CORN,"CORN, GRAIN - ACRES HARVESTED","56,900"
SURVEY,2021,MINNESOTA,27,MARSHALL,89,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","5,718,000"
SURVEY,2021,MINNESOTA,27,MARSHALL,89,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",100.5
SURVEY,2021,MINNESOTA,27,MARSHALL,89,SOYBEANS,SOYBEANS - ACRES HARVESTED,"276,000"
SURVEY,2021,MINNESOTA,27,MARSHALL,89,SOYBEANS,SOYBEANS - ACRES PLANTED,"278,000"
SURVEY,2021,MINNESOTA,27,MARSHALL,89,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU","8,197,000"
SURVEY,2021,MINNESOTA,27,MARSHALL,89,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",29.7
SURVEY,2021,MINNESOTA,27,MARSHALL,89,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED","208,000"
SURVEY,2021,MINNESOTA,27,MARSHALL,89,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED","216,000"
